# Time	Values[[Ca]_ion_CaMCa2]	Values[[Ca]_ion_CaMCa3]	Values[[Ca]_ion_CaMCa4]	Values[[Ca]_ion_CaMKII_CaMCa4]	Values[[Ca]_ion_CaMKIIp_CaMCa4]	Values[[Ca]_ion_CaMKIIp_CaMCa4_PP1a]	Values[[Ca]_ion_CaN_CaMCa2]	Values[[Ca]_ion_CaN_CaMCa3]	Values[[Ca]_ion_CaN_CaMCa4]	Values[[Ca]_ion_CaNi_Ca2]	Values[[Ca]_ion_CaNi_Ca3]	Values[[Ca]_ion_Dp_CaN_CaMCa2]	Values[[Ca]_ion_Dp_CaN_CaMCa3]	Values[[Ca]_ion_Dp_CaN_CaMCa4]	Values[[Ca]_ion_cytosol]	Values[[Ca]_ion_intracellular]	Values[[Ca]_ion_total]	[CaMCa]	[CaN_CaMCa]	[CaNi_Ca]	[Ca]	[Ca_ER]	[Ca_extracellular]	[Dp_CaN_CaMCa]	[Ca_JER]	[Ca_sub]	
0	2.55604e-08	1.18857e-10	1.42436e-13	9.25964e-15	0	0	7.81329e-17	3.49166e-19	9.90388e-23	2.13844e-11	1.4867e-13	3.14998e-18	1.40769e-20	3.87182e-24	1.11993e-06	2.78648e-20	1.34121e-18	1.06874e-06	1.89109e-16	2.30691e-09	2.31742e-08	1.66667e-05	0.000131335	7.62406e-18	1.66667e-05	2.31612e-08	
0.2	7.19396e-05	2.36711e-05	1.38948e-06	1.18866e-09	0	0	1.93818e-06	4.45604e-07	6.81291e-09	3.67069e-09	5.10705e-09	4.48913e-08	8.29821e-09	1.38149e-10	0.000129448	1.31102e-18	1.31102e-18	2.69696e-05	8.84745e-08	2.25597e-09	2.55582e-06	1.66667e-05	9.73126e-47	3.35935e-09	1.66667e-05	2.55582e-06	
0.4	6.85625e-05	2.47955e-05	1.64401e-06	3.1281e-09	0	0	1.82e-06	5.07617e-07	7.74351e-09	6.50525e-09	6.26624e-09	5.57423e-08	1.36864e-08	2.05519e-10	0.000126585	1.2824e-18	1.2824e-18	2.64963e-05	8.258e-08	6.00505e-09	2.22631e-06	1.66667e-05	-8.60514e-82	2.89593e-09	1.66667e-05	2.22631e-06	
0.6	6.55139e-05	2.51317e-05	1.8305e-06	5.30919e-09	0	0	1.74599e-06	5.25708e-07	8.59497e-09	8.63845e-09	7.15054e-09	5.66866e-08	1.58847e-08	2.44104e-10	0.000123725	1.25379e-18	1.25379e-18	2.63236e-05	7.99185e-08	8.9879e-09	2.1227e-06	1.66667e-05	6.92524e-84	2.68319e-09	1.66667e-05	2.1227e-06	
0.8	6.2851e-05	2.49946e-05	1.95996e-06	7.64979e-09	0	0	1.68786e-06	5.30563e-07	9.2419e-09	1.02949e-08	7.79719e-09	5.59446e-08	1.68565e-08	2.73532e-10	0.000120866	1.22521e-18	1.22521e-18	2.6281e-05	7.8186e-08	1.15119e-08	2.03133e-06	1.66667e-05	-7.38083e-86	2.59832e-09	1.66667e-05	2.03133e-06	
1	6.04888e-05	2.45358e-05	2.03822e-06	1.00769e-08	0	0	1.63761e-06	5.2796e-07	9.6763e-09	1.16642e-08	8.29503e-09	5.49668e-08	1.72805e-08	2.96026e-10	0.000118008	1.19664e-18	1.19664e-18	2.63025e-05	7.68856e-08	1.37861e-08	1.94792e-06	1.66667e-05	1.08602e-92	2.56281e-09	1.66667e-05	1.94792e-06	
1.2	5.83532e-05	2.38603e-05	2.0725e-06	1.25274e-08	0	0	1.59172e-06	5.20095e-07	9.91566e-09	1.28483e-08	8.69328e-09	5.39839e-08	1.73931e-08	3.11891e-10	0.000115152	1.16808e-18	1.16808e-18	2.63544e-05	7.58107e-08	1.59256e-08	1.87037e-06	1.66667e-05	3.37759e-91	2.54524e-09	1.66667e-05	1.87037e-06	
1.4	5.63849e-05	2.30412e-05	2.07026e-06	1.49492e-08	0	0	1.54805e-06	5.08294e-07	9.98357e-09	1.39032e-08	9.01851e-09	5.30062e-08	1.72951e-08	3.21558e-10	0.000112298	1.13953e-18	1.13953e-18	2.64178e-05	7.48429e-08	1.79973e-08	1.79729e-06	1.66667e-05	9.54738e-90	2.53371e-09	1.66667e-05	1.79729e-06	
1.6	5.45384e-05	2.21299e-05	2.03858e-06	1.73003e-08	0	0	1.50516e-06	4.93485e-07	9.90462e-09	1.48594e-08	9.28488e-09	5.20096e-08	1.70413e-08	3.25651e-10	0.000109444	1.111e-18	1.111e-18	2.64816e-05	7.39037e-08	2.00404e-08	1.72772e-06	1.66667e-05	-2.52359e-92	2.52325e-09	1.66667e-05	1.72772e-06	
1.8	5.27798e-05	2.11624e-05	1.98381e-06	1.95485e-08	0	0	1.46202e-06	4.76343e-07	9.7025e-09	1.57325e-08	9.49959e-09	5.09699e-08	1.66671e-08	3.2488e-10	0.000106592	1.08248e-18	1.08248e-18	2.65386e-05	7.29364e-08	2.20767e-08	1.66095e-06	1.66667e-05	-5.91669e-91	2.51138e-09	1.66667e-05	1.66095e-06	
