# Time	Values[V]	Values[S]	
0	-39.7772	0	
1	-39.7772	0	
2	-39.7772	0	
3	-39.7772	0	
4	-39.7772	0	
5	-39.7772	0	
6	-39.7772	0	
7	-39.7772	0	
8	-39.7772	0	
9	-39.7772	0	
10	-39.7772	0	
11	-39.7772	0	
12	-39.7772	0	
13	-39.7772	0	
14	-39.7772	0	
15	-39.7772	0	
16	-39.7772	0	
17	-39.7772	0	
18	-39.7772	0	
19	-39.7772	0	
20	-39.7772	0	
21	-39.7772	0	
22	-39.7772	0	
23	-39.7772	0	
24	-39.7772	0	
25	-39.7772	0	
26	-39.7772	0	
27	-39.7772	0	
28	-39.7772	0	
29	-39.7772	0	
30	-39.7772	200	
31	-29.9615	200	
32	6.13181	200	
33	-30.2938	200	
34	-63.0156	200	
35	-65.7937	200	
36	-66.8106	200	
37	-67.3634	200	
38	-67.7144	200	
39	-67.9564	200	
40	-68.1321	200	
41	-68.2644	200	
42	-68.3668	200	
43	-68.4478	200	
44	-68.513	200	
45	-68.5663	200	
46	-68.6103	200	
47	-68.6471	200	
48	-68.6782	200	
49	-68.7046	200	
50	-68.7272	200	
51	-68.7467	200	
52	-68.7636	200	
53	-68.7783	200	
54	-68.7911	200	
55	-68.8025	200	
56	-68.8125	200	
57	-68.8213	200	
58	-68.8292	200	
59	-68.8362	200	
60	-68.8424	200	
61	-68.8901	0	
62	-68.996	0	
63	-69.0978	0	
64	-69.1762	0	
65	-69.2286	0	
66	-69.2576	0	
67	-69.2678	0	
68	-69.2634	0	
69	-69.2473	0	
70	-69.2207	0	
71	-69.1838	0	
72	-69.1353	0	
73	-69.0728	0	
74	-68.9928	0	
75	-68.8901	0	
76	-68.7571	0	
77	-68.5825	0	
78	-68.3491	0	
79	-68.0301	0	
80	-67.5812	0	
81	-66.9276	0	
82	-65.9348	0	
83	-64.3491	0	
84	-61.6607	0	
85	-56.7914	0	
86	-47.4357	0	
87	-29.4723	0	
88	-2.6596	0	
89	9.95849	0	
90	10	0	
91	9.97929	0	
92	9.91191	0	
93	9.87454	0	
94	9.8533	0	
95	9.83558	0	
96	9.81719	0	
97	9.79677	0	
98	9.77374	0	
99	9.74774	0	
100	9.7184	0	
101	9.68538	0	
102	9.64828	0	
103	9.60671	0	
104	9.5602	0	
105	9.50829	0	
106	9.45046	0	
107	9.38618	0	
108	9.31486	0	
109	9.23591	0	
110	9.14869	0	
111	9.05254	0	
112	8.94676	0	
113	8.83064	0	
114	8.70343	0	
115	8.5644	0	
116	8.41275	0	
117	8.24772	0	
118	8.06851	0	
119	7.87435	0	
120	7.66445	0	
121	7.43805	0	
122	7.19441	0	
123	6.9328	0	
124	6.65256	0	
125	6.35302	0	
126	6.03361	0	
127	5.69379	0	
128	5.33311	0	
129	4.95115	0	
130	4.54762	0	
131	4.12229	0	
132	3.67503	0	
133	3.2058	0	
134	2.71467	0	
135	2.20183	0	
136	1.66755	0	
137	1.11223	0	
138	0.536375	0	
139	-0.0594003	0	
140	-0.674376	0	
141	-1.30773	0	
142	-1.95854	0	
143	-2.62579	0	
144	-3.30839	0	
145	-4.00515	0	
146	-4.71485	0	
147	-5.43616	0	
148	-6.16775	0	
149	-6.90822	0	
150	-7.65616	0	
151	-8.41012	0	
152	-9.16868	0	
153	-9.9304	0	
154	-10.6938	0	
155	-11.4576	0	
156	-12.2204	0	
157	-12.9807	0	
158	-13.7374	0	
159	-14.4893	0	
160	-15.2351	0	
161	-15.9738	0	
162	-16.7042	0	
163	-17.4256	0	
164	-18.1368	0	
165	-18.8373	0	
166	-19.5261	0	
167	-20.2026	0	
168	-20.8663	0	
169	-21.5165	0	
170	-22.1529	0	
171	-22.7751	0	
172	-23.3827	0	
173	-23.9755	0	
174	-24.5532	0	
175	-25.1158	0	
176	-25.6632	0	
177	-26.1952	0	
178	-26.7119	0	
179	-27.2134	0	
180	-27.6998	0	
181	-28.1711	0	
182	-28.6275	0	
183	-29.0692	0	
184	-29.4964	0	
185	-29.9093	0	
186	-30.3081	0	
187	-30.6932	0	
188	-31.0649	0	
189	-31.4233	0	
190	-31.7688	0	
191	-32.1017	0	
192	-32.4224	0	
193	-32.7312	0	
194	-33.0283	0	
195	-33.3141	0	
196	-33.5889	0	
197	-33.8531	0	
198	-34.107	0	
199	-34.3509	0	
200	-34.5852	0	
201	-34.8101	0	
202	-35.0259	0	
203	-35.2331	0	
204	-35.4317	0	
205	-35.6223	0	
206	-35.805	0	
207	-35.9801	0	
208	-36.1479	0	
209	-36.3088	0	
210	-36.4628	0	
211	-36.6104	0	
212	-36.7517	0	
213	-36.887	0	
214	-37.0165	0	
215	-37.1404	0	
216	-37.259	0	
217	-37.3725	0	
218	-37.4811	0	
219	-37.5849	0	
220	-37.6842	0	
221	-37.7792	0	
222	-37.87	0	
223	-37.9568	0	
224	-38.0398	0	
225	-38.1191	0	
226	-38.1949	0	
227	-38.2673	0	
228	-38.3365	0	
229	-38.4026	0	
230	-38.4658	0	
231	-38.5261	0	
232	-38.5837	0	
233	-38.6387	0	
234	-38.6912	0	
235	-38.7414	0	
236	-38.7893	0	
237	-38.835	0	
238	-38.8787	0	
239	-38.9204	0	
240	-38.9601	0	
241	-38.9981	0	
242	-39.0343	0	
243	-39.0689	0	
244	-39.1019	0	
245	-39.1333	0	
246	-39.1634	0	
247	-39.192	0	
248	-39.2194	0	
249	-39.2454	0	
250	-39.2703	0	
251	-39.294	0	
252	-39.3167	0	
253	-39.3383	0	
254	-39.3588	0	
255	-39.3785	0	
256	-39.3972	0	
257	-39.415	0	
